trip_distance,passenger_count,tip_amount
2.4,1,1.5
0.75,1,1.96
0.4,2,0.0
5.15,1,0.0
1.2,1,3.35
1.26,1,1.0
1.51,1,1.0
4.1,1,4.36
2.64,2,0.0
2.47,1,0.0
1.93,2,2.5
0.89,1,2.0
2.11,5,2.96
1.27,1,0.0
0.48,1,1.76
1.7,1,2.56
1.16,1,0.0
1.22,2,0.0
2.2,1,2.96
1.86,1,2.46
0.45,2,0.0
4.56,1,4.16
1.81,1,2.46
6.98,1,5.76
2.75,1,4.45
0.5,1,2.3
3.1,1,3.35
0.5,1,0.87
0.3,1,1.45
1.8,1,0.0
4.0,1,0.0
0.0,1,0.0
6.59,1,4.86
7.7,0,5.65
0.8,1,1.75
0.14,1,0.0
3.8,1,3.66
0.8,2,1.65
0.9,1,1.0
1.85,1,2.46
2.36,2,2.3
2.5,1,4.0
1.12,1,0.0
9.08,1,6.36
1.5,1,2.8
1.2,2,1.62
8.2,1,3.0
0.38,1,1.0
3.2,1,3.95
1.61,1,2.7
1.9,5,2.76
5.2,1,2.0
0.79,1,0.0
24.24,1,0.0
3.9,1,3.25
9.1,1,7.45
10.61,1,6.0
3.3,1,2.3
2.93,5,2.96
7.27,1,5.66
0.44,6,1.56
0.0,1,0.0
0.68,1,0.0
5.38,1,4.56
1.36,1,0.0
0.9,1,0.0
2.52,1,1.5
0.56,1,0.1
1.49,3,2.7
0.7,1,1.65
19.5,1,11.05
4.04,1,3.76
1.6,1,0.0
2.9,1,2.0
1.64,1,1.0
0.87,2,2.79
2.35,1,0.0
0.35,1,0.0
1.2,4,0.0
14.74,5,3.0
0.48,1,1.56
0.0,1,0.76
1.18,1,1.96
0.52,1,1.56
0.54,1,0.0
8.0,4,0.0
1.8,1,1.03
1.97,3,2.26
1.89,1,3.16
1.23,1,2.06
3.2,3,1.0
0.61,1,0.0
1.65,2,0.0
1.22,2,1.0
1.11,1,1.0
0.56,1,3.45
5.9,1,0.0
1.8,1,2.75
4.98,1,4.86
1.0,1,1.11
0.6,1,1.65
2.72,1,1.73
1.69,1,0.0
0.9,1,1.75
3.91,1,3.0
1.3,1,1.76
0.59,1,3.0
1.77,1,0.0
2.89,1,0.0
1.3,0,2.7
0.88,2,2.0
1.04,1,1.96
0.63,3,2.16
1.48,1,0.0
1.8,1,4.2
7.03,1,6.26
1.3,1,2.15
0.5,1,2.35
0.52,1,0.0
1.21,1,1.96
1.5,1,2.56
2.13,1,0.0
0.5,1,1.45
1.01,1,0.0
0.4,1,1.47
1.3,1,2.75
17.83,2,0.0
0.87,1,2.26
0.67,1,2.58
0.63,1,1.66
2.16,1,4.14
1.52,1,3.36
2.0,1,1.0
1.2,1,0.95
0.6,1,1.0
9.93,1,9.24
0.8,1,1.85
1.17,1,2.46
0.9,1,1.7
3.23,1,5.94
1.62,1,2.46
0.86,1,2.06
1.98,1,3.06
9.9,1,9.57
8.15,1,0.0
1.01,1,1.86
0.8,2,2.15
1.04,2,1.6
1.4,3,3.35
4.2,1,3.0
2.0,2,2.95
0.5,1,1.76
0.3,1,1.8
0.89,3,2.06
0.53,1,2.0
8.37,1,3.99
2.0,1,2.76
0.0,1,1.46
2.21,1,3.16
11.22,3,8.58
0.69,1,0.0
2.01,1,2.96
2.39,1,3.26
1.0,1,1.0
4.0,2,3.65
1.9,2,0.0
4.4,2,0.0
15.9,2,6.14
0.6,1,1.0
0.91,1,0.0
1.7,1,2.86
2.86,1,2.52
1.02,6,2.06
0.69,5,2.16
0.53,1,1.4
2.0,1,2.85
0.8,1,0.0
0.94,1,0.0
0.96,1,0.0
0.68,2,0.0
0.43,1,1.0
0.0,3,13.16
0.3,1,1.55
1.83,1,2.76
0.83,1,1.96
0.67,2,2.32
2.65,2,3.26
3.6,1,5.55
1.1,3,0.0
0.18,2,0.0
10.6,1,8.25
1.3,1,2.15
1.4,1,2.65
0.5,3,0.0
0.9,1,2.25
1.7,1,0.0
10.79,2,8.68
1.3,0,2.65
5.15,5,5.66
1.4,2,0.0
3.66,1,0.0
15.77,1,11.96
12.18,2,0.0
1.2,1,2.25
18.62,6,0.0
1.28,1,2.95
1.22,2,2.36
0.7,1,2.0
1.9,1,1.7
0.88,1,0.0
2.45,1,1.2
1.14,1,1.62
0.3,1,0.0
0.79,3,1.0
1.7,0,1.5
2.16,1,1.0
0.67,1,2.06
2.12,1,3.06
21.28,1,9.89
2.3,1,3.25
1.91,1,2.76
1.1,2,4.0
1.52,1,1.77
4.2,1,4.35
6.8,1,2.0
1.7,1,1.0
1.31,1,3.09
1.45,1,1.5
2.69,1,1.75
2.2,1,2.46
1.24,2,0.0
8.4,1,0.0
0.65,2,1.66
8.0,1,5.55
1.7,1,1.0
2.3,1,2.85
1.6,1,2.45
0.53,1,0.0
1.92,6,0.0
9.33,1,6.76
0.43,2,2.49
1.22,1,1.54
2.42,1,0.0
6.01,1,2.0
1.07,1,2.16
16.22,1,9.46
2.3,1,2.96
0.8,1,1.65
1.27,1,1.5
2.0,1,1.0
1.26,1,2.36
2.3,2,2.66
4.59,1,0.0
1.53,1,2.36
1.67,1,2.46
1.7,1,0.0
3.42,2,0.0
5.96,1,5.46
1.3,2,2.35
1.8,1,1.0
0.35,5,0.0
2.7,1,0.0
4.36,2,3.04
1.4,1,1.2
3.18,2,5.19
0.55,1,0.0
1.58,1,3.2
0.49,1,0.0
2.85,1,0.0
1.5,1,2.2
6.4,2,0.0
0.75,1,1.0
9.71,2,0.0
0.71,3,2.08
13.17,1,0.0
1.4,1,0.0
2.0,2,0.0
3.6,1,0.0
0.6,1,0.0
1.5,2,1.55
2.38,1,0.0
3.9,1,0.0
0.92,1,0.0
0.8,0,1.65
8.4,1,0.0
1.7,1,2.26
2.38,2,2.86
3.8,1,0.0
0.1,1,1.15
0.67,1,1.0
0.9,1,0.98
19.5,2,15.35
2.5,1,3.8
1.69,1,1.0
20.87,1,0.0
5.2,1,5.0
0.55,6,1.74
0.67,1,1.32
2.39,1,3.26
1.2,4,2.05
0.52,1,0.88
0.74,1,0.0
0.6,1,1.95
3.0,1,2.52
3.08,5,0.0
1.33,1,2.45
3.06,1,0.0
0.8,1,0.0
0.4,1,1.45
6.05,2,0.0
1.54,5,1.0
0.65,6,1.96
0.0,1,0.0
3.25,1,3.26
0.36,1,1.36
5.8,1,5.0
1.97,1,3.16
0.98,1,1.3
0.78,1,2.36
0.69,1,1.66
2.73,1,4.56
2.86,1,4.66
1.47,1,2.0
1.15,1,0.0
0.83,2,1.56
2.95,1,0.0
1.98,1,0.0
0.75,1,1.06
1.32,1,2.26
16.66,2,12.28
23.6,1,19.18
0.68,1,1.96
1.22,2,2.66
0.2,1,0.0
0.7,1,0.75
1.6,1,1.0
1.65,1,0.0
1.66,6,2.86
7.15,1,3.87
1.83,1,2.46
0.8,1,1.47
1.28,1,0.0
1.5,1,2.45
0.68,1,0.0
1.45,1,2.82
2.1,1,0.0
0.7,1,1.85
1.1,5,0.0
0.93,2,1.76
4.3,1,0.0
0.7,1,1.0
4.2,2,5.0
0.65,1,1.66
1.66,2,2.56
9.22,1,0.0
1.2,1,0.0
1.05,1,2.06
1.02,1,0.0
1.6,1,2.45
3.9,1,0.0
0.6,1,0.0
1.7,0,0.0
6.6,2,0.0
0.61,1,0.0
0.9,1,2.05
0.99,1,1.86
2.1,1,2.0
0.72,1,0.0
1.0,1,0.0
0.0,1,0.0
2.5,1,3.16
0.4,1,1.66
4.77,1,3.0
0.01,1,0.0
18.8,1,12.25
1.65,1,2.56
1.6,1,1.0
2.9,1,0.0
1.5,1,2.55
4.8,1,4.55
1.19,1,1.86
1.03,1,0.0
3.0,1,0.0
2.55,1,3.66
0.0,1,0.0
1.9,1,2.0
0.25,3,0.0
0.6,1,0.0
1.56,6,2.16
2.67,1,1.5
2.38,1,3.06
5.46,1,4.26
0.7,1,2.15
10.3,1,9.28
0.9,1,1.08
0.96,2,2.82
6.04,1,6.28
5.09,1,0.0
5.27,2,0.0
3.08,1,0.0
1.5,2,2.55
5.03,1,1.0
17.26,2,13.18
1.18,1,0.0
2.75,1,3.16
3.33,3,4.36
0.5,1,1.85
0.9,2,2.06
0.47,1,1.76
0.64,5,1.7
1.2,6,3.0
3.8,1,5.45
1.49,1,3.26
1.9,3,0.0
1.1,1,0.0
0.99,5,0.0
0.9,1,2.0
3.67,1,4.7
0.59,1,0.0
5.95,3,0.0
4.22,3,5.08
1.41,3,2.56
2.24,1,2.96
0.71,1,2.0
0.6,3,0.0
1.36,1,2.95
0.77,1,1.0
1.36,1,2.26
1.83,1,0.0
18.1,1,13.15
1.65,1,2.56
1.3,1,4.25
2.31,1,3.66
1.8,1,3.3
0.57,1,1.76
4.17,1,4.56
2.09,1,2.0
0.76,6,1.86
1.61,6,2.76
1.76,2,2.86
18.7,0,10.0
2.8,1,3.36
1.19,2,1.08
0.95,1,0.0
1.6,2,1.7
0.75,2,0.0
1.65,1,2.0
3.8,1,1.0
2.4,2,3.15
0.92,1,2.06
2.89,1,3.66
0.8,1,1.0
1.96,4,2.66
1.1,1,1.55
1.0,0,1.0
9.4,1,7.85
3.2,3,4.05
7.85,1,6.78
2.1,1,3.7
0.52,1,1.56
0.81,1,1.96
1.31,1,2.06
0.6,2,0.0
2.3,4,2.95
0.8,1,2.0
2.28,1,2.66
1.28,1,2.83
2.14,3,0.0
0.8,1,2.05
1.1,1,1.95
6.95,2,4.0
1.7,1,2.36
2.72,6,0.0
1.9,1,2.66
11.54,5,14.83
14.87,1,12.28
1.53,1,2.16
5.92,1,6.95
1.1,2,0.0
0.77,2,0.0
1.31,1,2.25
2.76,2,3.26
1.4,1,1.7
4.28,5,4.06
17.2,1,11.05
0.43,1,1.0
1.9,3,0.0
2.26,1,0.0
1.1,1,2.35
3.51,5,3.66
5.37,2,0.0
4.09,1,2.0
0.74,1,2.2
3.66,5,3.06
0.7,1,1.66
0.8,1,0.0
7.88,1,6.78
2.75,1,3.95
1.3,1,2.25
1.06,3,0.0
1.14,3,0.0
3.2,1,3.55
0.92,1,0.0
3.0,1,2.76
0.9,1,1.95
2.6,3,0.0
1.7,1,1.0
0.0,1,2.95
1.43,1,1.96
1.1,1,2.3
2.18,1,0.0
3.27,1,3.16
1.5,2,2.35
1.64,1,2.26
0.8,1,0.0
1.0,2,0.0
1.63,4,2.16
6.59,2,4.86
1.36,1,0.0
1.31,2,2.16
4.77,1,3.96
6.38,1,5.06
9.13,3,0.0
1.86,1,3.2
0.98,3,0.0
1.65,1,0.0
0.7,1,1.55
0.0,2,0.0
8.54,2,4.07
0.43,3,0.0
8.6,1,8.7
1.2,0,2.35
2.9,0,0.0
1.58,3,1.96
1.96,1,0.0
2.45,5,2.86
8.02,1,6.48
5.7,1,5.58
0.91,1,1.76
3.1,1,0.0
0.6,1,1.95
1.5,1,0.0
10.8,2,10.55
1.21,1,2.06
1.0,3,2.26
1.04,1,0.88
2.92,1,2.37
1.2,1,1.0
0.8,1,0.0
2.25,1,2.36
0.8,1,0.0
1.0,1,1.75
1.9,1,0.0
0.5,1,1.0
1.34,2,2.06
1.07,2,2.16
2.75,1,3.16
0.97,1,2.32
1.59,1,0.0
1.54,1,1.03
0.0,1,0.0
1.6,1,1.95
0.21,1,12.28
0.5,1,1.17
0.54,2,1.56
1.05,1,1.0
3.48,2,3.46
0.84,1,1.76
1.3,1,1.0
19.35,1,14.73
2.0,1,3.15
1.4,2,1.28
1.2,1,1.95
2.77,1,3.16
1.7,1,2.15
1.3,1,1.75
0.69,2,1.56
1.17,1,1.0
3.12,1,1.0
1.7,1,0.0
0.8,1,1.0
0.94,1,0.0
0.93,1,1.5
1.2,1,1.0
13.7,1,6.0
0.51,1,0.0
0.0,1,0.0
2.41,6,2.3
5.9,1,4.65
0.9,2,0.7
1.4,1,0.0
0.81,1,1.86
0.82,1,1.76
0.7,2,0.0
0.67,1,1.66
0.8,0,0.0
22.76,2,12.28
0.7,1,1.55
0.75,1,1.76
1.72,1,1.8
1.2,3,0.0
1.7,1,4.0
1.8,1,2.55
2.77,1,0.0
1.63,1,2.56
1.1,1,0.0
2.8,1,2.86
1.73,1,0.0
1.58,1,2.46
3.46,2,3.0
2.9,1,0.0
2.7,1,3.55
5.88,1,2.5
3.71,1,1.0
2.7,1,2.95
1.6,1,3.05
1.6,4,0.0
0.8,1,1.0
5.36,2,2.0
1.1,3,3.0
4.9,0,8.0
5.01,6,2.58
1.72,1,2.26
1.63,1,2.06
0.86,1,0.0
2.29,2,0.0
0.98,1,1.96
0.99,2,1.5
0.88,1,1.86
1.25,2,0.0
1.13,2,0.0
1.8,0,1.0
0.8,2,1.96
0.57,2,0.0
1.1,2,1.96
0.94,1,1.86
0.59,1,1.46
0.8,2,2.05
3.42,1,5.2
1.7,4,0.0
0.8,2,1.0
3.44,1,2.0
0.92,1,2.06
11.63,1,5.0
3.3,1,0.0
1.49,1,0.0
1.2,1,2.0
1.8,2,1.85
0.94,3,0.0
1.0,4,1.0
1.34,6,1.54
2.97,1,0.0
2.28,1,2.96
1.6,3,2.96
1.6,1,2.55
1.65,1,2.26
1.2,1,2.45
1.3,1,1.77
0.06,1,0.0
2.07,2,2.0
19.02,5,0.0
1.12,1,1.96
2.3,1,3.15
1.0,2,0.0
0.8,4,1.95
1.96,1,1.43
1.65,2,0.0
0.85,1,1.76
1.49,2,0.0
1.48,2,0.0
3.55,2,0.0
0.42,2,1.66
0.98,1,1.76
2.7,3,3.05
0.94,1,0.5
3.7,2,2.0
8.35,1,6.06
2.43,1,4.59
1.54,1,3.08
0.48,2,0.0
0.72,1,0.0
0.82,1,0.0
1.09,2,2.94
1.16,1,2.0
0.9,1,2.06
2.52,4,3.26
0.3,1,0.0
0.83,2,1.03
17.28,1,12.28
4.4,1,1.0
0.88,1,2.0
3.19,1,2.67
0.8,1,2.2
1.24,1,0.0
1.0,1,0.0
1.92,1,2.46
0.52,1,1.0
0.99,1,0.0
1.32,1,1.54
21.8,2,10.0
2.74,1,2.0
1.95,2,2.76
2.44,1,0.05
2.47,1,1.0
1.67,1,2.86
4.0,1,4.7
1.82,1,0.0
6.33,3,5.16
1.6,1,0.0
1.47,1,2.16
2.18,5,2.2
1.17,2,2.36
2.94,1,4.06
1.02,1,2.0
0.6,1,0.0
3.63,1,3.56
5.51,1,1.0
3.77,1,1.0
1.47,1,2.16
3.2,1,0.0
1.2,3,1.2
3.43,1,0.0
2.69,5,2.0
2.6,2,3.05
2.89,2,2.86
1.9,1,0.0
1.48,1,0.0
0.8,1,1.0
2.7,2,3.15
2.53,3,0.0
1.53,1,2.06
3.13,2,3.46
5.12,1,4.66
1.9,3,0.01
6.65,1,0.0
1.26,1,0.0
18.52,3,0.0
3.36,1,3.16
1.66,1,2.06
0.47,3,0.0
1.11,1,0.0
1.89,6,3.26
0.47,1,0.96
1.53,1,0.0
1.5,1,2.36
0.57,5,0.0
10.56,3,5.84
4.28,2,3.56
0.1,1,0.0
2.91,1,2.0
4.21,1,5.34
0.98,1,2.06
2.94,1,2.96
4.21,1,0.0
22.0,1,6.2
1.53,2,2.0
0.8,1,1.11
0.6,0,0.5
0.5,1,2.05
16.07,1,8.96
0.6,1,1.95
1.15,5,1.67
1.15,1,2.94
0.8,4,0.0
6.69,3,7.74
5.23,1,0.0
1.98,1,2.0
0.6,2,1.0
0.98,1,0.0
1.3,2,2.0
2.8,3,0.0
1.0,1,1.95
0.6,1,1.65
3.1,1,3.55
5.61,3,0.0
0.51,1,2.0
2.46,1,2.66
0.72,1,2.46
2.2,1,2.35
1.09,1,1.86
0.6,1,1.0
8.46,2,4.0
1.19,2,2.26
3.99,1,2.5
6.2,1,0.0
1.49,1,0.0
2.42,3,2.86
5.48,1,6.28
9.93,2,8.0
8.42,2,7.45
0.9,1,0.0
3.53,4,0.0
2.6,1,0.0
1.88,1,2.36
2.32,1,1.0
0.98,5,0.0
3.22,1,0.0
9.9,1,6.0
1.29,1,0.0
10.83,1,8.48
0.8,2,0.0
1.26,1,0.0
0.83,1,1.76
0.4,2,1.65
1.4,0,1.85
2.05,1,2.96
2.2,2,2.86
2.88,2,2.96
0.7,6,1.0
1.8,1,1.77
2.72,1,3.58
8.49,2,12.28
0.7,1,2.45
0.72,1,1.56
0.8,1,1.0
0.9,1,1.75
0.6,1,1.66
3.22,2,3.86
18.4,1,9.0
10.7,1,0.0
1.19,1,3.24
0.46,1,1.46
2.3,6,4.32
3.9,2,0.0
0.63,1,0.0
4.94,1,3.34
0.5,1,0.0
0.42,1,0.0
1.24,1,2.06
1.06,1,0.0
1.64,1,0.0
1.58,3,2.46
1.7,1,2.0
1.07,4,0.0
0.5,1,2.06
1.5,1,2.26
9.32,2,7.68
1.83,1,3.0
8.46,1,7.88
1.9,1,3.05
1.83,1,0.0
9.9,0,6.35
0.8,1,0.0
1.9,1,0.0
10.41,1,0.0
0.6,1,1.0
0.8,1,1.95
2.22,1,0.0
0.9,1,1.85
0.51,1,1.0
0.0,2,0.0
1.85,1,2.2
2.46,1,2.0
0.59,1,2.2
0.48,1,2.0
1.21,1,2.06
0.58,1,1.66
1.17,1,2.32
1.89,1,2.46
0.66,1,0.0
4.05,2,3.5
20.4,1,3.0
4.2,1,5.3
3.17,4,0.0
0.99,1,1.96
3.08,2,3.26
0.7,1,2.0
2.2,1,2.15
0.9,1,1.65
0.7,1,1.85
0.44,1,1.82
1.81,1,2.46
1.16,1,2.94
12.22,1,0.0
1.11,2,0.0
2.24,1,0.0
9.03,1,0.0
11.54,1,9.7
3.03,1,0.0
0.58,1,0.0
13.6,1,8.25
1.01,1,2.2
1.43,5,2.45
1.15,3,0.0
1.45,1,1.7
6.7,2,0.0
3.46,1,4.89
9.03,1,4.0
1.2,1,1.0
0.4,1,1.45
9.42,1,0.0
14.4,1,10.9
0.58,1,0.0
5.3,1,2.0
0.62,1,0.0
3.76,1,2.0
1.1,1,1.95
1.4,1,2.0
1.5,2,2.05
4.34,6,0.0
1.68,2,0.0
6.0,1,5.35
3.27,2,1.0
3.6,1,3.75
2.65,1,2.0
1.52,1,1.76
1.06,1,1.0
1.22,1,1.96
3.07,1,2.0
2.09,1,2.86
3.11,1,5.79
1.23,5,2.36
0.5,0,1.45
0.8,1,1.0
1.23,2,0.0
1.64,1,2.5
0.96,1,1.66
13.9,1,10.95
1.27,2,1.3
0.62,1,0.0
2.2,1,1.0
5.67,1,5.0
1.03,1,2.0
1.6,1,2.0
0.8,1,1.0
1.9,1,2.75
1.46,5,1.0
0.4,1,1.35
1.06,2,1.2
2.09,1,4.76
0.0,1,0.0
2.4,1,0.0
0.51,1,0.0
0.65,3,1.66
0.7,1,1.85
0.8,1,2.75
1.1,1,2.2
0.6,1,0.0
2.0,3,4.85
0.95,1,1.0
17.79,1,10.0
2.29,1,0.0
0.8,1,2.5
2.23,1,2.07
2.26,1,2.66
1.8,1,3.55
0.9,1,2.06
4.23,2,3.7
1.9,1,0.0
0.7,1,2.0
0.0,1,6.0
1.37,1,0.0
1.45,1,2.76
1.7,2,0.0
0.83,1,0.0
2.5,1,2.0
1.4,1,4.25
1.2,1,2.0
2.18,1,1.7
10.23,1,8.58
3.96,1,3.96
3.2,6,4.2
0.8,1,2.05
1.0,1,0.0
1.28,1,2.46
4.87,3,0.0
3.3,1,4.35
2.45,6,0.0
3.3,1,3.95
2.2,1,0.0
1.7,1,1.0
1.11,5,0.0
8.6,1,0.0
11.2,1,8.0
1.98,1,1.7
1.9,1,2.56
3.5,1,0.0
2.05,1,2.36
17.44,1,2.0
3.5,1,0.0
1.1,1,0.0
1.4,1,2.85
2.88,1,4.7
2.73,1,0.0
1.4,1,2.45
0.8,1,0.0
1.11,2,2.16
0.51,2,1.66
1.5,1,3.15
1.03,1,0.0
0.5,2,1.65
3.01,2,2.0
1.1,0,2.15
1.38,1,1.0
1.93,1,2.96
2.4,2,3.15
11.5,1,0.0
0.7,1,1.66
1.0,0,1.7
1.2,3,0.0
0.7,2,0.0
2.04,1,2.66
6.1,1,5.36
3.16,3,1.5
1.84,5,2.95
0.0,0,31.08
2.14,1,0.0
0.82,6,1.96
0.8,1,2.05
1.7,1,2.65
0.5,1,0.0
0.0,1,0.0
3.02,1,3.46
1.5,1,0.0
1.69,5,0.0
8.06,1,0.0
1.92,1,0.0
1.6,1,3.99
1.27,1,0.0
0.58,1,2.16
0.8,2,1.95
0.7,1,0.0
1.6,1,2.75
0.71,1,0.0
0.7,1,1.95
1.05,1,2.46
3.13,1,2.0
1.12,1,2.56
1.8,1,2.65
0.6,3,1.85
2.7,1,3.75
19.01,1,16.48
0.0,1,0.0
1.2,1,2.15
1.84,1,0.0
1.2,1,2.16
1.07,5,1.13
1.33,1,3.39
4.52,1,4.56
0.9,1,2.21
0.98,1,2.46
0.77,1,1.76
1.4,1,2.0
1.59,2,2.56
0.93,1,1.3
5.4,1,1.2
5.2,1,2.0
1.42,1,1.2
1.59,1,2.0
7.0,2,7.3
4.2,1,0.0
0.43,2,1.66
7.02,1,5.46
1.3,1,2.35
0.72,1,1.86
5.21,1,0.0
1.48,1,0.0
1.27,1,1.96
1.0,3,2.55
15.37,1,2.46
2.0,1,2.55
3.0,1,3.36
2.69,2,0.0
0.5,1,1.45
8.8,1,11.05
3.49,1,3.26
0.5,1,0.88
2.66,4,3.95
1.59,2,2.56
1.32,4,0.0
1.0,1,0.0
1.61,1,2.18
14.41,1,12.36
1.2,2,2.15
4.3,2,0.0
1.03,1,1.86
1.66,1,0.0
11.1,1,8.15
0.75,1,1.86
2.14,1,1.0
3.02,1,4.29
1.1,1,0.0
4.01,1,0.5
2.5,1,2.95
1.97,3,2.66
1.97,1,3.99
1.5,1,2.45
1.09,2,1.86
5.98,1,4.46
1.52,2,2.16
3.71,5,4.2
1.28,2,2.45
5.9,1,0.0
0.85,1,1.86
3.0,1,1.0
12.12,1,9.45
0.23,1,0.0
1.1,1,1.85
2.1,1,3.16
4.0,1,0.0
1.6,1,1.13
3.24,1,3.16
6.1,0,5.15
1.6,0,2.0
1.11,1,0.0
7.12,1,6.08
3.4,1,4.2
1.26,1,2.94
1.31,1,0.0
1.3,0,0.0
0.94,1,2.0
0.9,1,1.15
1.68,1,1.0
2.76,3,2.76
0.4,1,0.0
2.4,1,3.55
2.08,1,2.76
5.85,1,4.46
1.61,1,2.56
1.79,1,2.0
1.5,1,2.25
0.97,1,2.36
0.4,2,9.05
1.08,1,1.76
5.12,1,4.26
7.3,1,0.0
2.8,5,2.37
1.49,1,0.0
0.53,1,0.88
1.2,1,1.85
2.35,3,2.7
1.45,1,2.26
1.13,1,2.64
1.37,5,2.46
1.61,1,0.0
1.09,1,0.0
3.38,1,2.2
1.06,1,3.86
1.49,1,1.0
0.31,1,1.02
9.96,1,8.78
0.73,1,0.0
3.45,1,0.0
3.26,3,3.86
2.33,1,2.76
2.23,1,2.66
1.1,1,2.16
0.8,1,0.0
1.12,6,2.79
0.58,1,1.4
0.79,1,6.09
1.2,1,2.8
1.1,1,0.0
1.54,1,0.0
1.84,1,2.46
0.8,1,2.16
3.24,1,0.0
0.8,1,0.0
1.38,1,2.76
5.18,1,5.56
0.85,1,0.0
0.79,1,0.0
3.9,1,0.0
2.1,1,1.5
1.0,1,3.0
0.95,1,1.76
4.26,1,4.06
3.15,2,3.76
2.7,1,2.85
0.79,3,0.0
1.17,2,2.26
0.37,1,1.46
0.9,1,1.85
1.43,1,2.26
0.6,1,1.7
1.54,1,2.36
0.8,1,2.0
5.7,1,5.25
0.62,1,2.79
0.01,1,0.0
1.09,1,2.46
2.03,5,0.0
1.36,2,2.56
0.5,1,0.0
5.12,1,3.5
1.6,1,2.35
1.2,1,2.25
2.32,1,3.95
0.55,2,1.46
1.39,2,2.26
17.74,5,12.28
1.4,1,0.0
1.05,1,1.86
2.1,1,0.0
1.04,1,1.86
0.6,1,2.45
2.47,1,3.16
1.34,4,1.0
15.08,1,0.0
0.4,1,1.0
0.96,5,1.96
0.91,3,1.76
1.8,2,1.0
0.3,1,0.75
0.8,1,2.06
5.45,1,4.36
3.0,2,4.36
0.48,1,2.2
2.1,2,1.0
0.58,1,0.0
10.84,1,0.0
1.3,1,0.0
2.32,1,0.0
0.65,1,2.08
8.1,1,0.0
2.31,1,1.98
4.8,1,0.0
16.92,1,0.0
1.2,1,0.0
1.8,1,0.0
10.06,2,11.1
1.78,1,1.62
2.07,2,2.66
3.1,1,0.0
1.1,2,3.0
1.0,1,0.0
0.7,1,0.0
0.82,1,1.86
3.69,1,0.0
4.15,1,6.09
1.44,1,3.54
0.6,1,0.0
1.6,2,0.0
1.2,1,2.15
1.24,1,0.0
1.05,1,0.0
1.31,1,0.0
1.4,1,2.65
1.7,1,0.0
0.79,1,2.06
0.76,1,0.0
0.4,3,1.7
0.96,3,0.0
3.83,1,2.0
0.96,2,2.26
0.68,1,0.0
7.48,1,6.76
9.8,1,6.0
2.6,1,4.05
3.43,1,2.0
0.6,1,1.0
1.2,1,1.13
0.5,1,1.7
1.2,1,3.05
0.64,2,1.47
2.58,1,0.0
0.51,1,1.76
1.5,1,1.0
11.5,0,9.25
3.36,1,4.36
9.78,4,5.0
4.3,1,0.0
2.35,1,2.5
1.3,1,3.5
0.4,1,1.75
0.76,1,1.0
1.12,1,0.0
1.04,2,1.0
1.19,1,2.36
1.31,1,0.0
10.3,1,9.75
0.87,1,1.96
1.1,1,2.15
0.61,1,1.25
5.22,1,5.46
3.85,1,2.97
3.1,1,3.86
1.8,1,2.76
2.5,1,1.2
3.8,1,3.65
1.3,1,0.0
1.36,2,2.46
2.02,1,3.36
1.84,2,2.56
0.8,2,2.9
1.7,1,1.0
0.49,1,1.66
2.0,1,4.08
6.1,1,0.0
1.2,1,2.0
8.4,1,9.2
0.4,1,1.25
1.26,4,2.26
2.96,2,0.0
2.19,1,0.0
7.26,2,6.06
0.0,1,0.0
1.14,3,2.45
0.77,1,1.57
3.2,1,4.45
2.2,1,3.06
1.03,1,2.33
1.13,1,2.06
1.93,1,3.84
5.98,6,4.76
2.2,1,2.0
5.46,2,0.0
7.4,1,12.25
1.66,1,2.36
2.71,1,2.22
6.87,5,6.2
1.3,1,2.45
0.64,1,1.0
4.25,1,0.0
1.28,1,0.0
5.39,1,2.83
1.76,2,1.5
0.99,1,1.54
1.83,1,3.08
1.3,3,2.16
3.15,1,2.86
1.6,1,0.0
1.27,3,2.26
7.71,2,6.82
3.74,3,3.2
5.86,1,4.0
0.6,1,0.0
2.9,1,2.96
3.15,1,1.0
4.29,6,4.06
1.98,1,2.36
0.9,1,2.9
14.63,1,0.0
1.91,1,2.26
3.9,1,3.0
3.1,1,3.7
2.51,1,2.66
8.6,1,0.0
1.51,1,2.0
0.48,1,0.0
1.58,1,1.0
2.63,1,2.86
5.81,3,2.0
1.24,1,2.16
17.62,1,13.82
4.23,1,2.7
2.14,1,2.66
0.65,1,0.0
2.6,1,1.0
2.21,1,0.0
0.94,1,1.0
1.26,3,0.0
8.21,1,4.0
1.91,1,3.33
0.51,3,1.76
0.6,1,2.9
0.5,1,2.0
5.69,3,5.26
1.41,1,1.77
0.83,1,1.56
4.64,1,3.76
2.06,1,3.36
1.45,3,1.0
1.09,1,2.76
0.64,1,1.0
1.1,1,0.0
0.67,6,0.0
0.5,0,1.0
0.7,1,2.25
5.85,1,0.0
0.4,1,0.0
1.31,1,3.06
1.22,1,0.0
2.75,1,0.0
0.87,4,1.0
10.33,1,10.73
7.75,1,6.98
20.05,1,0.0
2.0,2,4.35
0.62,1,1.56
0.4,1,1.8
6.3,1,0.0
1.54,1,2.46
0.98,4,1.86
2.46,2,2.66
2.3,1,3.15
2.4,1,2.66
0.71,1,0.0
2.45,1,0.0
1.96,5,2.0
7.03,1,5.46
1.55,1,2.18
0.6,1,1.0
1.3,1,0.0
0.0,1,0.0
0.55,1,1.76
0.92,1,0.93
1.83,2,3.26
